,@timestamp,kubernetes.container.name,mqtt_topic,uuid,ix_direction
kY5PuH0BX0lHpglp9PWQ,2021-12-14 09:39:45.790000+00:00,oem-nodejs,carChassisNumber/CAM,d3f76a3a-fc16-45e4-9b88-78881968a52f,send
k45PuH0BX0lHpglp9PWQ,2021-12-14 09:39:45.888000+00:00,oem-nodejs,carChassisNumber/CAM,8983d343-1327-43f0-83ed-e94af2c00103,send
lY5PuH0BX0lHpglp9PWQ,2021-12-14 09:39:45.988000+00:00,oem-nodejs,carChassisNumber/CAM,a27cdde5-7cf9-40c7-8a28-40fb21281b46,send
l45PuH0BX0lHpglp9PWQ,2021-12-14 09:39:46.096000+00:00,oem-nodejs,carChassisNumber/CAM,023afda4-60ee-4996-8b97-b96a65cf837b,send
mY5PuH0BX0lHpglp9PWQ,2021-12-14 09:39:46.198000+00:00,oem-nodejs,carChassisNumber/CAM,659adb85-1301-42a8-9eec-0b37720b2f4e,send
m45PuH0BX0lHpglp9PWQ,2021-12-14 09:39:46.293000+00:00,oem-nodejs,carChassisNumber/CAM,003183df-07ce-4253-8410-1805c9b0c189,send
nY5PuH0BX0lHpglp9PWQ,2021-12-14 09:39:46.393000+00:00,oem-nodejs,carChassisNumber/CAM,07e03f93-07ae-49d6-af22-8e5e380f6932,send
R45PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.192000+00:00,oem-nodejs,carChassisNumber/CAM,35c1fe8b-57fd-499e-aab8-9c0777d54057,send
SY5PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.291000+00:00,oem-nodejs,carChassisNumber/CAM,b6645a56-458f-4753-835c-69380b839bb3,send
S45PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.391000+00:00,oem-nodejs,carChassisNumber/CAM,6cdd800c-846b-4f7d-b733-06fd2717b898,send
TY5PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.495000+00:00,oem-nodejs,carChassisNumber/CAM,05425f07-66fc-4bbb-b005-fc30904a6d80,send
T45PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.588000+00:00,oem-nodejs,carChassisNumber/CAM,dfee29bb-f82f-4e99-b463-9b4ac0270ceb,send
UY5PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.730000+00:00,oem-nodejs,carChassisNumber/CAM,9b5b4391-e2db-4348-910a-a7f574e08c8f,send
U45PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.783000+00:00,oem-nodejs,carChassisNumber/CAM,bb492e8e-ab54-4f31-9512-e5d53a83d3a7,send
VY5PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.888000+00:00,oem-nodejs,carChassisNumber/CAM,99027404-399c-4063-ad62-4b272212b236,send
V45PuH0BX0lHpglpbu6d,2021-12-14 09:39:11.986000+00:00,oem-nodejs,carChassisNumber/CAM,4444741e-e4ac-4bbc-bfd0-7336de16d3fc,send
WY5PuH0BX0lHpglpbu6d,2021-12-14 09:39:12.091000+00:00,oem-nodejs,carChassisNumber/CAM,75fa4425-36b1-4086-b1c8-f7539e2e9504,send
f45PuH0BX0lHpglpcu6I,2021-12-14 09:39:12.190000+00:00,oem-nodejs,carChassisNumber/CAM,a19ba69a-aaad-49c6-841e-5b88b4926ce7,send
gY5PuH0BX0lHpglpcu6I,2021-12-14 09:39:12.286000+00:00,oem-nodejs,carChassisNumber/CAM,b4cd9e4e-e3b4-4880-868c-a4db03325391,send
g45PuH0BX0lHpglpcu6I,2021-12-14 09:39:12.388000+00:00,oem-nodejs,carChassisNumber/CAM,781115c5-ca6c-4c91-b9a8-ec88577353da,send
hY5PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.483000+00:00,oem-nodejs,carChassisNumber/CAM,71cf584f-c978-4030-924e-5e8026480472,send
h45PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.588000+00:00,oem-nodejs,carChassisNumber/CAM,d3918197-8ba3-4f1b-a815-87284b4d23c9,send
iY5PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.686000+00:00,oem-nodejs,carChassisNumber/CAM,dcff685a-4ab9-49e9-939f-6c6335f2b43d,send
i45PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.790000+00:00,oem-nodejs,carChassisNumber/CAM,22fc64ff-7c85-40c5-b59f-aa3909622fd1,send
jY5PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.888000+00:00,oem-nodejs,carChassisNumber/CAM,5eb09b2f-3db6-4b6b-9a8d-817d381b1e66,send
j45PuH0BX0lHpglpcu6J,2021-12-14 09:39:12.991000+00:00,oem-nodejs,carChassisNumber/CAM,2637bf72-13e8-4669-b9d4-9b6d7a464597,send
kY5PuH0BX0lHpglpcu6J,2021-12-14 09:39:13.094000+00:00,oem-nodejs,carChassisNumber/CAM,1213fa6b-74d7-45dd-a648-c7a6b2bffd0c,send
645PuH0BX0lHpglpdu55,2021-12-14 09:39:13.193000+00:00,oem-nodejs,carChassisNumber/CAM,baa8f95f-fbab-4e0a-a2f9-f7d745e9baf6,send
7Y5PuH0BX0lHpglpdu55,2021-12-14 09:39:13.289000+00:00,oem-nodejs,carChassisNumber/CAM,d361e43c-6ca4-4318-bea7-eddaabf63ab8,send
745PuH0BX0lHpglpdu55,2021-12-14 09:39:13.396000+00:00,oem-nodejs,carChassisNumber/CAM,2155644a-dd67-4d3f-bab4-ff1df3640d2b,send
8Y5PuH0BX0lHpglpdu55,2021-12-14 09:39:13.488000+00:00,oem-nodejs,carChassisNumber/CAM,df4506b6-cacf-4bff-a495-bdede2553046,send
845PuH0BX0lHpglpdu55,2021-12-14 09:39:13.593000+00:00,oem-nodejs,carChassisNumber/CAM,618c5652-f0f7-4b8d-aff3-ff192cf8d3d9,send
9Y5PuH0BX0lHpglpdu55,2021-12-14 09:39:13.693000+00:00,oem-nodejs,carChassisNumber/CAM,a868d0f5-9f68-4ae4-9dac-c6f30aef8f81,send
945PuH0BX0lHpglpdu55,2021-12-14 09:39:13.823000+00:00,oem-nodejs,carChassisNumber/CAM,026ce2b3-7585-42ff-9fc8-5f182c87dd01,send
-Y5PuH0BX0lHpglpdu55,2021-12-14 09:39:13.889000+00:00,oem-nodejs,carChassisNumber/CAM,2bc2861e-e71a-426b-8e3d-cd3e6b9a615c,send
-45PuH0BX0lHpglpdu55,2021-12-14 09:39:13.986000+00:00,oem-nodejs,carChassisNumber/CAM,99f58266-8068-4a8e-b8c6-ba89bdd9c373,send
_Y5PuH0BX0lHpglpdu55,2021-12-14 09:39:14.096000+00:00,oem-nodejs,carChassisNumber/CAM,6a201ba9-dbc3-4a82-ae82-59dc320cfa03,send
Do5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.189000+00:00,oem-nodejs,carChassisNumber/CAM,f4fa0360-fda1-4446-a906-6ee72de8a501,send
EI5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.324000+00:00,oem-nodejs,carChassisNumber/CAM,4cc93cf7-53f3-47b5-98e8-efe4d1a0d739,send
Eo5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.388000+00:00,oem-nodejs,carChassisNumber/CAM,a4ba5dae-b6cd-4dc8-858f-8324803bb81f,send
FI5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.492000+00:00,oem-nodejs,carChassisNumber/CAM,d664f3c8-7ddf-41e5-89e6-ac1a0af5bbe5,send
Fo5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.619000+00:00,oem-nodejs,carChassisNumber/CAM,f73a4bc8-0823-499b-aaab-0fe1f00480e6,send
GI5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.690000+00:00,oem-nodejs,carChassisNumber/CAM,5ffa9aae-9d07-4a47-9b6f-1ee260ae064e,send
Go5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.783000+00:00,oem-nodejs,carChassisNumber/CAM,c1af6bb2-8c72-4045-a090-ff9f3fd80fb7,send
HI5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.888000+00:00,oem-nodejs,carChassisNumber/CAM,d86d5934-6cbd-4086-9794-3ebb6c324b56,send
Ho5PuH0BX0lHpglpeu9k,2021-12-14 09:39:14.983000+00:00,oem-nodejs,carChassisNumber/CAM,106f3ec4-71b4-442a-8d1e-d308d0436462,send
II5PuH0BX0lHpglpeu9k,2021-12-14 09:39:15.088000+00:00,oem-nodejs,carChassisNumber/CAM,374a2926-6ef9-4425-a482-3f889398065c,send
Io5PuH0BX0lHpglpeu9k,2021-12-14 09:39:15.186000+00:00,oem-nodejs,carChassisNumber/CAM,38cb719b-ef5f-4ba6-858d-45bd8bd42344,send
O45PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.298000+00:00,oem-nodejs,carChassisNumber/CAM,a4338505-0ad4-4e1e-8951-d87ceb6256d9,send
PY5PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.498000+00:00,oem-nodejs,carChassisNumber/CAM,ade6b661-812d-4561-a881-ad5c3b12ef87,send
Po5PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.523000+00:00,oem-nodejs,carChassisNumber/CAM,65736cd4-2cd6-4e6c-923a-c2e25a4fef6f,send
QY5PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.647000+00:00,oem-nodejs,carChassisNumber/CAM,cda88502-e6f6-4202-b2d0-96cda4c79676,send
Q45PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.732000+00:00,oem-nodejs,carChassisNumber/CAM,64fcd6c1-3bae-4a02-b920-c48e388ee11c,send
RY5PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.792000+00:00,oem-nodejs,carChassisNumber/CAM,29805074-ad34-4266-b623-c5de5bd566a6,send
R45PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.903000+00:00,oem-nodejs,carChassisNumber/CAM,abef8c35-5803-4a4d-ae00-0ddc8e632ba2,send
SY5PuH0BX0lHpglpfu9X,2021-12-14 09:39:15.990000+00:00,oem-nodejs,carChassisNumber/CAM,13b8ca94-303a-4f87-8544-c12bc6f7b7e1,send
S45PuH0BX0lHpglpfu9X,2021-12-14 09:39:16.093000+00:00,oem-nodejs,carChassisNumber/CAM,d94d3d7f-be4e-4369-99c4-66e31a719315,send
TY5PuH0BX0lHpglpfu9X,2021-12-14 09:39:16.193000+00:00,oem-nodejs,carChassisNumber/CAM,2f5d9015-1a5c-486c-98bb-55fd7e5d56a8,send
bY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.355000+00:00,oem-nodejs,carChassisNumber/CAM,0394bdb4-f2a6-4237-b854-d3440a9fc33a,send
b45PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.395000+00:00,oem-nodejs,carChassisNumber/CAM,3f6b2261-4903-4c51-ae7e-bb3483b5fb36,send
cY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.498000+00:00,oem-nodejs,carChassisNumber/CAM,b2b99195-b055-4f55-893a-9f173d873671,send
c45PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.621000+00:00,oem-nodejs,carChassisNumber/CAM,4370e069-7e57-4c4c-aff3-f2ae75bac038,send
dY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.701000+00:00,oem-nodejs,carChassisNumber/CAM,e9c2dd6e-ad68-47b3-9c9f-1f531bfa70f7,send
d45PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.786000+00:00,oem-nodejs,carChassisNumber/CAM,9870ca49-5dca-4c46-8a10-fe1357f44a89,send
eY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:26.888000+00:00,oem-nodejs,carChassisNumber/CAM,4701910b-acd8-4288-a210-58a12420e7b6,send
e45PuH0BX0lHpglpqfHH,2021-12-14 09:39:27.011000+00:00,oem-nodejs,carChassisNumber/CAM,d70e9029-b3cc-4d79-8e0f-3f34567d72f3,send
fY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:27.103000+00:00,oem-nodejs,carChassisNumber/CAM,b4f57f23-d61e-4a13-ab27-ae1a6a9b87c2,send
f45PuH0BX0lHpglpqfHH,2021-12-14 09:39:27.205000+00:00,oem-nodejs,carChassisNumber/CAM,f2cd62cf-de6d-4343-b0d5-bcff53fb9ff9,send
gY5PuH0BX0lHpglpqfHH,2021-12-14 09:39:27.291000+00:00,oem-nodejs,carChassisNumber/CAM,5a21b8ee-0d40-4084-b31a-d64d938a247d,send
no5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.393000+00:00,oem-nodejs,carChassisNumber/CAM,614119be-8b8b-4a19-8435-271c9be700b4,send
oI5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.488000+00:00,oem-nodejs,carChassisNumber/CAM,75bfa8b5-ff69-439c-90bb-c7859f1c7bad,send
oo5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.590000+00:00,oem-nodejs,carChassisNumber/CAM,1be3ec9b-9c89-466c-9faa-a28cbace6470,send
pI5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.688000+00:00,oem-nodejs,carChassisNumber/CAM,c01d2977-1bc6-4b6e-b794-d6ae431b6042,send
po5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.784000+00:00,oem-nodejs,carChassisNumber/CAM,19d9f0c2-c191-4c0d-a173-1c450ffc5ebb,send
qI5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.888000+00:00,oem-nodejs,carChassisNumber/CAM,28d7da09-f7a4-4dfc-b66b-70f08557ec21,send
qo5PuH0BX0lHpglprfG_,2021-12-14 09:39:27.986000+00:00,oem-nodejs,carChassisNumber/CAM,6a757945-7573-4563-9588-b2622a2888de,send
rI5PuH0BX0lHpglprfG_,2021-12-14 09:39:28.093000+00:00,oem-nodejs,carChassisNumber/CAM,4e5b5f52-2aa2-4ae2-b87d-972b4aa790d7,send
ro5PuH0BX0lHpglprfG_,2021-12-14 09:39:28.193000+00:00,oem-nodejs,carChassisNumber/CAM,6965069d-fa6b-431c-a3b9-a4130e9b529a,send
sI5PuH0BX0lHpglprfG_,2021-12-14 09:39:28.286000+00:00,oem-nodejs,carChassisNumber/CAM,7c35cff0-8f5c-490b-9aff-474b5f6de6e0,send
yY5PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.458000+00:00,oem-nodejs,carChassisNumber/CAM,155a0747-dcd7-4508-85cf-ee68693abdfa,send
y45PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.496000+00:00,oem-nodejs,carChassisNumber/CAM,e62771ad-6b66-4872-8795-9c470b50680f,send
zY5PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.584000+00:00,oem-nodejs,carChassisNumber/CAM,2f9499cf-6ede-4636-bbe2-74622a9a5f33,send
z45PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.683000+00:00,oem-nodejs,carChassisNumber/CAM,60e95ea6-0730-4482-beec-a91c33997b57,send
0Y5PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.783000+00:00,oem-nodejs,carChassisNumber/CAM,495ede56-3259-4c58-9eec-0224079e1ea6,send
045PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.883000+00:00,oem-nodejs,carChassisNumber/CAM,3d56df56-ae07-4738-9aee-d5ea0bdd24fd,send
1Y5PuH0BX0lHpglpsfGx,2021-12-14 09:39:28.983000+00:00,oem-nodejs,carChassisNumber/CAM,63947978-a128-4d8d-a45b-cb13189b1083,send
145PuH0BX0lHpglpsfGx,2021-12-14 09:39:29.094000+00:00,oem-nodejs,carChassisNumber/CAM,ed4528a2-be18-40b7-afbe-632d77195ce6,send
2Y5PuH0BX0lHpglpsfGx,2021-12-14 09:39:29.183000+00:00,oem-nodejs,carChassisNumber/CAM,0ff1dc3a-d47d-4c26-bc8d-a2643dcc4307,send
245PuH0BX0lHpglpsfGx,2021-12-14 09:39:29.292000+00:00,oem-nodejs,carChassisNumber/CAM,404e9476-cbf0-4c9c-9ae3-f8d738cbacba,send
_I5PuH0BX0lHpglptfGq,2021-12-14 09:39:29.392000+00:00,oem-nodejs,carChassisNumber/CAM,e1177972-5f16-412f-8dfd-d011244724c6,send
_o5PuH0BX0lHpglptfGq,2021-12-14 09:39:29.489000+00:00,oem-nodejs,carChassisNumber/CAM,1ec438d9-bbbb-497a-954e-6cec3e51fa36,send
AI5PuH0BX0lHpglptfKq,2021-12-14 09:39:29.586000+00:00,oem-nodejs,carChassisNumber/CAM,b28c61fc-b499-421c-9edf-d3e2c1a26887,send
Ao5PuH0BX0lHpglptfKq,2021-12-14 09:39:29.688000+00:00,oem-nodejs,carChassisNumber/CAM,98c69496-bf21-42d9-ab4c-8a7a3496d030,send
BI5PuH0BX0lHpglptfKq,2021-12-14 09:39:29.788000+00:00,oem-nodejs,carChassisNumber/CAM,e31d84f5-2a1f-4ac7-be68-dd840baf8eb3,send
Bo5PuH0BX0lHpglptfKq,2021-12-14 09:39:29.886000+00:00,oem-nodejs,carChassisNumber/CAM,abfff0b4-2a4a-4e4b-90a8-6f7011068bff,send
CI5PuH0BX0lHpglptfKq,2021-12-14 09:39:29.991000+00:00,oem-nodejs,carChassisNumber/CAM,b5fbb08d-9fee-4ec6-a071-e821409166cf,send
Co5PuH0BX0lHpglptfKq,2021-12-14 09:39:30.098000+00:00,oem-nodejs,carChassisNumber/CAM,34c716cf-f42e-4be1-8269-52f2a51e4076,send
DI5PuH0BX0lHpglptfKq,2021-12-14 09:39:30.191000+00:00,oem-nodejs,carChassisNumber/CAM,6ce78cab-b46a-4f1e-8385-7262ac0954c1,send
Do5PuH0BX0lHpglptfKq,2021-12-14 09:39:30.294000+00:00,oem-nodejs,carChassisNumber/CAM,630affde-812d-4930-a675-6ad6ca09b6a1,send
I45PuH0BX0lHpglpufKV,2021-12-14 09:39:30.386000+00:00,oem-nodejs,carChassisNumber/CAM,3b3f1f9a-ab96-499f-92d5-879fcf0dafdd,send
JY5PuH0BX0lHpglpufKV,2021-12-14 09:39:30.551000+00:00,oem-nodejs,carChassisNumber/CAM,a439362f-5156-4917-a8d8-d596fe4c1f95,send
J45PuH0BX0lHpglpufKV,2021-12-14 09:39:30.589000+00:00,oem-nodejs,carChassisNumber/CAM,4095c4e2-8e50-4b94-b07b-bfb2991e3130,send
KY5PuH0BX0lHpglpufKV,2021-12-14 09:39:30.699000+00:00,oem-nodejs,carChassisNumber/CAM,913f603d-9a00-4c56-9c97-f18ef8feb67c,send
K45PuH0BX0lHpglpufKV,2021-12-14 09:39:30.786000+00:00,oem-nodejs,carChassisNumber/CAM,ba04d0ad-872c-4205-8a40-9b56f88d20fc,send
LY5PuH0BX0lHpglpufKV,2021-12-14 09:39:30.931000+00:00,oem-nodejs,carChassisNumber/CAM,8eec57b6-c72e-4fdb-b073-74468a4c91c4,send
L45PuH0BX0lHpglpufKV,2021-12-14 09:39:30.996000+00:00,oem-nodejs,carChassisNumber/CAM,0bae7ceb-ec5e-481c-ace7-6fe1737e8d98,send
MY5PuH0BX0lHpglpufKV,2021-12-14 09:39:31.095000+00:00,oem-nodejs,carChassisNumber/CAM,24e71c71-68e8-4deb-b483-08476f9e065f,send
M45PuH0BX0lHpglpufKV,2021-12-14 09:39:31.188000+00:00,oem-nodejs,carChassisNumber/CAM,cb1a2290-363d-4d9c-88a7-ff49ad5d99e5,send
NY5PuH0BX0lHpglpufKV,2021-12-14 09:39:31.295000+00:00,oem-nodejs,carChassisNumber/CAM,6be23c31-d5cf-463e-9c49-db82ed3d0a95,send
f45PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.488000+00:00,oem-nodejs,carChassisNumber/CAM,e4eb469e-be4c-40ec-a124-480d91247c56,send
gY5PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.585000+00:00,oem-nodejs,carChassisNumber/CAM,05043959-b6c6-4e24-88b9-6213a745a7fa,send
g45PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.683000+00:00,oem-nodejs,carChassisNumber/CAM,d2c18656-85bb-46e1-92b7-414c6ec4a01d,send
hY5PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.800000+00:00,oem-nodejs,carChassisNumber/CAM,803ec23b-b82f-4e0a-b991-d72bee6bbb1f,send
h45PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.888000+00:00,oem-nodejs,carChassisNumber/CAM,4139f6af-1fb0-466d-ac36-b4e9b1c3d728,send
iY5PuH0BX0lHpglp0fMv,2021-12-14 09:39:36.988000+00:00,oem-nodejs,carChassisNumber/CAM,846aba3b-a65b-4003-8bfa-62b97b19a7ba,send
i45PuH0BX0lHpglp0fMv,2021-12-14 09:39:37.093000+00:00,oem-nodejs,carChassisNumber/CAM,31bae31a-dcbf-4d59-b46d-a1c7d6f03014,send
jY5PuH0BX0lHpglp0fMv,2021-12-14 09:39:37.203000+00:00,oem-nodejs,carChassisNumber/CAM,5df8143d-7952-4b43-b230-a658c0b419b7,send
j45PuH0BX0lHpglp0fMv,2021-12-14 09:39:37.295000+00:00,oem-nodejs,carChassisNumber/CAM,e3c18099-e3d2-4527-b3d2-f5b756279307,send
kY5PuH0BX0lHpglp0fMv,2021-12-14 09:39:37.393000+00:00,oem-nodejs,carChassisNumber/CAM,19f2358f-60c1-4a52-9979-868a6c85e232,send
wY5PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.493000+00:00,oem-nodejs,carChassisNumber/CAM,80ef6ef4-0060-4672-bb3a-5383641a2fb7,send
w45PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.598000+00:00,oem-nodejs,carChassisNumber/CAM,b08bfe35-5a3c-4c2d-8f7c-63972fba80d1,send
xY5PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.688000+00:00,oem-nodejs,carChassisNumber/CAM,06b85ec3-65a2-40a3-8084-f66ac0268698,send
x45PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.786000+00:00,oem-nodejs,carChassisNumber/CAM,def54df5-a602-41e7-b14e-ddbe13954727,send
yY5PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.890000+00:00,oem-nodejs,carChassisNumber/CAM,03a43b40-f3a4-42fc-9a15-258804d11205,send
y45PuH0BX0lHpglp1fMa,2021-12-14 09:39:37.982000+00:00,oem-nodejs,carChassisNumber/CAM,0de3c246-17a7-43f0-8c73-daaa7f5fe16e,send
zY5PuH0BX0lHpglp1fMa,2021-12-14 09:39:38.101000+00:00,oem-nodejs,carChassisNumber/CAM,2a3d2925-b6aa-4158-87ec-2fff41600164,send
z45PuH0BX0lHpglp1fMa,2021-12-14 09:39:38.186000+00:00,oem-nodejs,carChassisNumber/CAM,2b33390b-6200-437d-9d5b-4f886e6fc133,send
0Y5PuH0BX0lHpglp1fMa,2021-12-14 09:39:38.286000+00:00,oem-nodejs,carChassisNumber/CAM,539f4d9d-a9aa-4be8-95b2-fa4c93b66c30,send
045PuH0BX0lHpglp1fMa,2021-12-14 09:39:38.391000+00:00,oem-nodejs,carChassisNumber/CAM,f9854341-1179-425b-b824-965e7a2fd000,send
7I5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.488000+00:00,oem-nodejs,carChassisNumber/CAM,168cd9d2-4eab-4692-90b7-607f0e048f89,send
7o5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.588000+00:00,oem-nodejs,carChassisNumber/CAM,cf52ced1-19d6-44fa-a759-b3a5ecb8a046,send
8I5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.691000+00:00,oem-nodejs,carChassisNumber/CAM,a6bc037d-aabc-4d89-a35f-5b926c7f7fce,send
8o5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.795000+00:00,oem-nodejs,carChassisNumber/CAM,17147280-ebe0-4d6c-b4ab-82b526595355,send
9I5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.921000+00:00,oem-nodejs,carChassisNumber/CAM,30948578-e24f-4121-bbf2-b0f9fdbc492b,send
9o5PuH0BX0lHpglp2fMP,2021-12-14 09:39:38.990000+00:00,oem-nodejs,carChassisNumber/CAM,659366c7-9f4b-4254-a895-89c61d2ab288,send
-I5PuH0BX0lHpglp2fMP,2021-12-14 09:39:39.096000+00:00,oem-nodejs,carChassisNumber/CAM,e3178ab8-3552-4725-a50e-7144a0d31e99,send
-o5PuH0BX0lHpglp2fMP,2021-12-14 09:39:39.183000+00:00,oem-nodejs,carChassisNumber/CAM,ed260675-f810-47d0-b378-f8aae09caafd,send
_I5PuH0BX0lHpglp2fMP,2021-12-14 09:39:39.289000+00:00,oem-nodejs,carChassisNumber/CAM,a78723af-3563-4e17-907a-cdb17d8dae70,send
_o5PuH0BX0lHpglp2fMP,2021-12-14 09:39:39.392000+00:00,oem-nodejs,carChassisNumber/CAM,eb5bc362-2f2b-4724-839f-3801aba547b0,send
H45PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.493000+00:00,oem-nodejs,carChassisNumber/CAM,95472af6-640b-4d2d-9444-8567f21613bf,send
IY5PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.641000+00:00,oem-nodejs,carChassisNumber/CAM,7d45eb5e-a162-4c9e-a134-435d5e608407,send
I45PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.690000+00:00,oem-nodejs,carChassisNumber/CAM,aad57b75-f550-4e49-aa65-9d6492d419b2,send
JY5PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.793000+00:00,oem-nodejs,carChassisNumber/CAM,4660abcb-dafb-4381-aa02-acdb6c879a41,send
J45PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.896000+00:00,oem-nodejs,carChassisNumber/CAM,10cdc27c-418f-4f6c-b05e-30869ab2c037,send
KY5PuH0BX0lHpglp3PT5,2021-12-14 09:39:39.985000+00:00,oem-nodejs,carChassisNumber/CAM,e9300528-7c1e-4b8f-8746-63cc5083b03b,send
K45PuH0BX0lHpglp3PT5,2021-12-14 09:39:40.102000+00:00,oem-nodejs,carChassisNumber/CAM,7dde5de1-bc68-46a8-86cd-a5c1e4f9fd3a,send
LY5PuH0BX0lHpglp3PT5,2021-12-14 09:39:40.199000+00:00,oem-nodejs,carChassisNumber/CAM,e91492d2-7b4e-4c78-8749-0728e39cd642,send
L45PuH0BX0lHpglp3PT5,2021-12-14 09:39:40.299000+00:00,oem-nodejs,carChassisNumber/CAM,017d2fb9-a80b-4b51-9c0c-55cc6492ae82,send
MY5PuH0BX0lHpglp3PT5,2021-12-14 09:39:40.386000+00:00,oem-nodejs,carChassisNumber/CAM,94543d56-0b37-45a3-b1f0-cd82025b0fc9,send
Ro5PuH0BX0lHpglp4PTm,2021-12-14 09:39:40.498000+00:00,oem-nodejs,carChassisNumber/CAM,7038979b-eb2c-45f7-9bf1-e8d29e20b1b6,send
SI5PuH0BX0lHpglp4PTm,2021-12-14 09:39:40.595000+00:00,oem-nodejs,carChassisNumber/CAM,051dce03-8559-4981-bfbe-47bef9bdc3ab,send
So5PuH0BX0lHpglp4PTm,2021-12-14 09:39:40.693000+00:00,oem-nodejs,carChassisNumber/CAM,11bfce9a-0fe5-4c1a-a6b5-74d618c1c980,send
TI5PuH0BX0lHpglp4PTm,2021-12-14 09:39:40.801000+00:00,oem-nodejs,carChassisNumber/CAM,83547ddf-e478-4048-99dc-08cea70ac0cd,send
To5PuH0BX0lHpglp4PTm,2021-12-14 09:39:40.895000+00:00,oem-nodejs,carChassisNumber/CAM,65bc2a07-3bfd-4a82-a71f-d9125d6bdb42,send
UI5PuH0BX0lHpglp4PTm,2021-12-14 09:39:41.033000+00:00,oem-nodejs,carChassisNumber/CAM,bb8bb0e6-5646-47c7-baa3-a8ad32890dea,send
Uo5PuH0BX0lHpglp4PTm,2021-12-14 09:39:41.105000+00:00,oem-nodejs,carChassisNumber/CAM,6c41d007-f292-40e1-8187-1dbb89d1eee3,send
VI5PuH0BX0lHpglp4PTm,2021-12-14 09:39:41.199000+00:00,oem-nodejs,carChassisNumber/CAM,86113891-0e8b-4b80-b320-9f2c490b05f4,send
